0.1,-79.959068,43.266967,27.78
0.2,-79.959068,43.266967,29.95
0.3,-79.959068,43.266967,29.95
0.4,-79.959068,43.266967,29.95
0.5,-79.959068,43.266967,30.28
0.6,-79.959068,43.266967,29.34
0.7,-79.959068,43.266967,28.87
0.8,-79.959068,43.266967,28.14
0.9,-79.959068,43.266967,26.68
1.0,-79.959068,43.266967,28.12
1.1,-79.959068,43.266967,27.40
1.2,-79.959068,43.266967,28.12
1.3,-79.959068,43.266967,28.72
1.4,-79.959068,43.266967,28.28
1.5,-79.959068,43.266967,28.39
1.6,-79.959068,43.266967,29.00
1.7,-79.959068,43.266967,30.96
1.8,-79.959068,43.266967,30.55
1.9,-79.959068,43.266967,29.48
2.0,-79.959068,43.266967,29.71
2.1,-79.959068,43.266967,30.26
2.2,-79.959068,43.266967,29.78
2.3,-79.959068,43.266967,30.26
2.4,-79.959068,43.266967,29.81
2.5,-79.959068,43.266967,31.15
2.6,-79.959068,43.266967,29.16
2.7,-79.959068,43.266967,29.58
2.8,-79.959068,43.266967,29.68
2.9,-79.959068,43.266967,29.85
3.0,-79.959068,43.266967,30.18
3.1,-79.959068,43.266967,29.58
3.2,-79.959068,43.266967,30.18
3.3,-79.959068,43.266967,29.34
3.4,-79.959068,43.266967,28.01
3.5,-79.959068,43.266967,28.39
3.6,-79.959068,43.266967,28.39
3.7,-79.959068,43.266967,30.12
3.8,-79.959068,43.266967,31.06
3.9,-79.959068,43.266967,31.52
4.0,-79.959068,43.266967,32.26
4.1,-79.959075,43.266967,31.84
4.2,-79.959075,43.266967,32.06
4.3,-79.959075,43.266967,32.03
4.4,-79.959075,43.266967,34.27
4.5,-79.959075,43.266967,30.79
4.6,-79.959083,43.266967,33.49
4.7,-79.959083,43.266967,31.13
4.8,-79.959083,43.266967,28.35
4.9,-79.959083,43.266967,27.59
5.0,-79.959091,43.266967,26.07
5.1,-79.959091,43.266967,25.98
5.2,-79.959091,43.266967,24.02
5.3,-79.959098,43.266967,23.96
5.4,-79.959098,43.266967,28.79
5.5,-79.959098,43.266967,24.70
5.6,-79.959106,43.266967,19.77
5.7,-79.959106,43.266967,18.32
5.8,-79.959114,43.266967,18.06
5.9,-79.959114,43.266960,18.70
6.0,-79.959114,43.266960,18.96
6.1,-79.959121,43.266960,20.04
6.2,-79.959121,43.266960,17.44
6.3,-79.959121,43.266960,17.09
6.4,-79.959129,43.266960,14.75
6.5,-79.959129,43.266952,13.85
6.6,-79.959136,43.266952,13.52
6.7,-79.959136,43.266952,13.14
6.8,-79.959144,43.266944,12.02
6.9,-79.959144,43.266944,10.36
7.0,-79.959144,43.266944,10.14
7.1,-79.959144,43.266944,9.16
7.2,-79.959144,43.266933,8.49
7.3,-79.959152,43.266933,7.09
7.4,-79.959152,43.266933,6.80
7.5,-79.959152,43.266925,5.51
7.6,-79.959152,43.266925,4.69
7.7,-79.959159,43.266925,3.19
7.8,-79.959159,43.266918,3.05
7.9,-79.959159,43.266918,2.11
8.0,-79.959159,43.266918,1.29
8.1,-79.959159,43.266910,0.38
8.2,-79.959159,43.266910,90.00
8.3,-79.959159,43.266910,359.62
8.4,-79.959175,43.266902,359.11
8.5,-79.959175,43.266902,358.33
8.6,-79.959175,43.266902,356.84
8.7,-79.959175,43.266902,356.75
8.8,-79.959182,43.266895,356.64
8.9,-79.959182,43.266895,357.02
9.0,-79.959182,43.266895,356.78
9.1,-79.959182,43.266895,357.29
9.2,-79.959182,43.266895,357.52
9.3,-79.959182,43.266887,357.15
9.4,-79.959182,43.266887,356.75
9.5,-79.959182,43.266887,356.52
9.6,-79.959182,43.266887,355.87
9.7,-79.959190,43.266887,355.75
9.8,-79.959190,43.266887,356.01
9.9,-79.959190,43.266887,356.27
10.0,-79.959190,43.266887,356.13
10.1,-79.959190,43.266887,355.70
10.2,-79.959190,43.266887,355.70
10.3,-79.959190,43.266887,355.33
10.4,-79.959197,43.266887,355.21
10.5,-79.959197,43.266887,355.81
10.6,-79.959197,43.266887,356.11
10.7,-79.959197,43.266887,356.78
10.8,-79.959197,43.266887,357.03
10.9,-79.959197,43.266887,357.62
11.0,-79.959197,43.266887,357.86
11.1,-79.959197,43.266887,357.61
11.2,-79.959197,43.266887,357.62
11.3,-79.959205,43.266887,357.75
11.4,-79.959205,43.266887,357.62
11.5,-79.959205,43.266887,357.01
11.6,-79.959205,43.266887,356.86
11.7,-79.959205,43.266880,356.35
11.8,-79.959205,43.266880,356.35
11.9,-79.959205,43.266880,356.36
12.0,-79.959205,43.266880,356.73
12.1,-79.959205,43.266880,357.09
12.2,-79.959213,43.266880,357.71
12.3,-79.959213,43.266880,358.58
12.4,-79.959213,43.266880,0.66
12.5,-79.959213,43.266880,1.34
12.6,-79.959213,43.266880,1.62
12.7,-79.959213,43.266880,1.75
12.8,-79.959213,43.266880,1.90
12.9,-79.959213,43.266880,1.09
13.0,-79.959213,43.266880,0.41
13.1,-79.959213,43.266880,359.59
13.2,-79.959213,43.266880,359.59
13.3,-79.959213,43.266880,1.37
13.4,-79.959213,43.266880,1.49
13.5,-79.959213,43.266880,1.51
13.6,-79.959213,43.266880,1.25
13.7,-79.959213,43.266880,1.54
13.8,-79.959213,43.266880,0.69
13.9,-79.959220,43.266880,0.14
14.0,-79.959220,43.266880,0.95
14.1,-79.959220,43.266880,1.07
14.2,-79.959220,43.266880,1.62
14.3,-79.959220,43.266880,1.08
14.4,-79.959220,43.266880,0.41
14.5,-79.959220,43.266880,359.34
14.6,-79.959220,43.266880,359.47
14.7,-79.959220,43.266880,359.07
14.8,-79.959220,43.266880,359.08
14.9,-79.959220,43.266880,359.34
15.0,-79.959220,43.266887,359.08
15.1,-79.959220,43.266887,358.31
15.2,-79.959220,43.266887,358.56
